"prod_id","loja_id","forma_pgmt_id","cliente_id","quantidade","imposto_5_percent","total","data_venda","hora","cogs","renda_bruta","margem_bruta_percent"
3,1,3,6,7,"16.22","340.53","2019-03-03","13:23:00","324.31","16.22","4.76"
591,2,3,28,6,"13.96","293.14","2019-03-03","10:54:00","279.18","13.96","4.76"
40,3,2,12,8,"12.05","253.01","2019-03-03","13:01:00","240.96","12.05","4.76"
801,2,1,15,8,"12.08","253.68","2019-03-03","19:30:00","241.60","12.08","4.76"
637,1,3,6,7,"10.13","212.78","2019-03-03","20:31:00","202.65","10.13","4.76"
591,2,3,28,6,"13.96","293.14","2019-03-03","10:54:00","279.18","13.96","4.76"
790,1,3,21,1,"2.32","48.73","2019-03-03","20:06:00","46.41","2.32","4.76"
801,2,1,15,8,"12.08","253.68","2019-03-03","19:30:00","241.60","12.08","4.76"
40,3,2,12,8,"12.05","253.01","2019-03-03","13:01:00","240.96","12.05","4.76"
790,1,3,21,1,"2.32","48.73","2019-03-03","20:06:00","46.41","2.32","4.76"
637,1,3,6,7,"10.13","212.78","2019-03-03","20:31:00","202.65","10.13","4.76"
783,2,2,8,8,"17.60","369.68","2019-03-03","17:36:00","352.08","17.60","4.76"
783,2,2,8,8,"17.60","369.68","2019-03-03","17:36:00","352.08","17.60","4.76"
822,1,2,17,3,"10.31","216.44","2019-03-04","10:05:00","206.13","10.31","4.76"
409,1,1,8,4,"11.31","237.43","2019-03-04","19:48:00","226.12","11.31","4.76"
960,1,1,2,9,"14.99","314.69","2019-03-04","15:27:00","299.70","14.99","4.76"
400,3,2,19,9,"8.66","181.82","2019-03-04","16:28:00","173.16","8.66","4.76"
44,2,2,11,8,"39.48","829.08","2019-03-04","20:39:00","789.60","39.48","4.76"
185,1,3,14,7,"4.32","90.70","2019-03-04","11:19:00","86.38","4.32","4.76"
803,1,2,7,9,"22.03","462.67","2019-03-04","11:27:00","440.64","22.03","4.76"
803,1,2,7,9,"22.03","462.67","2019-03-04","11:27:00","440.64","22.03","4.76"
822,1,2,17,3,"10.31","216.44","2019-03-04","10:05:00","206.13","10.31","4.76"
590,1,2,3,5,"3.66","76.76","2019-03-04","12:23:00","73.10","3.66","4.76"
355,2,2,13,1,"1.51","31.75","2019-03-04","15:44:00","30.24","1.51","4.76"
693,1,2,25,10,"24.32","510.62","2019-03-04","12:44:00","486.30","24.32","4.76"
185,1,3,14,7,"4.32","90.70","2019-03-04","11:19:00","86.38","4.32","4.76"
355,2,2,13,1,"1.51","31.75","2019-03-04","15:44:00","30.24","1.51","4.76"
284,1,1,12,6,"29.95","628.93","2019-03-04","15:02:00","598.98","29.95","4.76"
960,1,1,2,9,"14.99","314.69","2019-03-04","15:27:00","299.70","14.99","4.76"
970,1,2,26,4,"14.93","313.57","2019-03-04","10:39:00","298.64","14.93","4.76"
284,1,1,12,6,"29.95","628.93","2019-03-04","15:02:00","598.98","29.95","4.76"
44,2,2,11,8,"39.48","829.08","2019-03-04","20:39:00","789.60","39.48","4.76"
970,1,2,26,4,"14.93","313.57","2019-03-04","10:39:00","298.64","14.93","4.76"
44,2,2,11,8,"39.48","829.08","2019-03-04","20:39:00","789.60","39.48","4.76"
590,1,2,3,5,"3.66","76.76","2019-03-04","12:23:00","73.10","3.66","4.76"
409,1,1,8,4,"11.31","237.43","2019-03-04","19:48:00","226.12","11.31","4.76"
400,3,2,19,9,"8.66","181.82","2019-03-04","16:28:00","173.16","8.66","4.76"
693,1,2,25,10,"24.32","510.62","2019-03-04","12:44:00","486.30","24.32","4.76"
632,1,1,21,3,"11.75","246.68","2019-03-05","16:38:00","234.93","11.75","4.76"
776,2,3,25,7,"22.86","480.03","2019-03-05","18:02:00","457.17","22.86","4.76"
765,3,1,14,8,"38.18","801.86","2019-03-05","19:40:00","763.68","38.18","4.76"
632,1,1,21,3,"11.75","246.68","2019-03-05","16:38:00","234.93","11.75","4.76"
342,3,1,11,7,"19.59","411.38","2019-03-05","19:06:00","391.79","19.59","4.76"
310,1,2,22,2,"8.19","172.01","2019-03-05","17:43:00","163.82","8.19","4.76"
238,2,3,7,5,"11.06","232.16","2019-03-05","17:07:00","221.10","11.06","4.76"
100,3,2,5,6,"24.81","521.01","2019-03-05","18:14:00","496.20","24.81","4.76"
238,2,3,7,5,"11.06","232.16","2019-03-05","17:07:00","221.10","11.06","4.76"
86,2,1,17,7,"29.07","610.49","2019-03-05","14:31:00","581.42","29.07","4.76"
765,3,1,14,8,"38.18","801.86","2019-03-05","19:40:00","763.68","38.18","4.76"
79,2,1,9,10,"39.16","822.26","2019-03-05","16:24:00","783.10","39.16","4.76"
73,3,1,15,3,"7.28","152.84","2019-03-05","18:17:00","145.56","7.28","4.76"
399,3,3,7,6,"12.32","258.68","2019-03-05","13:30:00","246.36","12.32","4.76"
100,3,2,5,6,"24.81","521.01","2019-03-05","18:14:00","496.20","24.81","4.76"
493,3,1,7,8,"10.13","212.69","2019-03-05","20:24:00","202.56","10.13","4.76"
494,2,3,1,10,"6.06","127.26","2019-03-05","13:44:00","121.20","6.06","4.76"
186,3,1,25,3,"2.71","56.95","2019-03-05","19:46:00","54.24","2.71","4.76"
22,3,1,16,3,"13.20","277.14","2019-03-05","10:40:00","263.94","13.20","4.76"
493,3,1,7,8,"10.13","212.69","2019-03-05","20:24:00","202.56","10.13","4.76"
494,2,3,1,10,"6.06","127.26","2019-03-05","13:44:00","121.20","6.06","4.76"
310,1,2,22,2,"8.19","172.01","2019-03-05","17:43:00","163.82","8.19","4.76"
399,3,3,7,6,"12.32","258.68","2019-03-05","13:30:00","246.36","12.32","4.76"
86,2,1,17,7,"29.07","610.49","2019-03-05","14:31:00","581.42","29.07","4.76"
117,3,1,28,5,"5.49","115.19","2019-03-05","12:29:00","109.70","5.49","4.76"
728,3,3,16,10,"34.87","732.27","2019-03-05","17:49:00","697.40","34.87","4.76"
22,3,1,16,3,"13.20","277.14","2019-03-05","10:40:00","263.94","13.20","4.76"
186,3,1,25,3,"2.71","56.95","2019-03-05","19:46:00","54.24","2.71","4.76"
776,2,3,25,7,"22.86","480.03","2019-03-05","18:02:00","457.17","22.86","4.76"
100,3,2,5,6,"24.81","521.01","2019-03-05","18:14:00","496.20","24.81","4.76"
22,3,1,16,3,"13.20","277.14","2019-03-05","10:40:00","263.94","13.20","4.76"
342,3,1,11,7,"19.59","411.38","2019-03-05","19:06:00","391.79","19.59","4.76"
73,3,1,15,3,"7.28","152.84","2019-03-05","18:17:00","145.56","7.28","4.76"
79,2,1,9,10,"39.16","822.26","2019-03-05","16:24:00","783.10","39.16","4.76"
117,3,1,28,5,"5.49","115.19","2019-03-05","12:29:00","109.70","5.49","4.76"
86,2,1,17,7,"29.07","610.49","2019-03-05","14:31:00","581.42","29.07","4.76"
728,3,3,16,10,"34.87","732.27","2019-03-05","17:49:00","697.40","34.87","4.76"
79,2,1,9,10,"39.16","822.26","2019-03-05","16:24:00","783.10","39.16","4.76"
73,3,1,15,3,"7.28","152.84","2019-03-05","18:17:00","145.56","7.28","4.76"
370,1,3,18,9,"9.68","203.18","2019-03-06","12:46:00","193.50","9.68","4.76"
370,1,3,18,9,"9.68","203.18","2019-03-06","12:46:00","193.50","9.68","4.76"
149,3,3,12,8,"28.74","603.62","2019-03-06","15:07:00","574.88","28.74","4.76"
890,3,2,27,5,"7.10","149.00","2019-03-06","20:57:00","141.90","7.10","4.76"
395,1,1,22,1,"3.99","83.73","2019-03-06","10:36:00","79.74","3.99","4.76"
149,3,3,12,8,"28.74","603.62","2019-03-06","15:07:00","574.88","28.74","4.76"
132,1,2,11,6,"27.64","580.42","2019-03-06","20:34:00","552.78","27.64","4.76"
654,3,1,23,9,"16.79","352.67","2019-03-06","15:31:00","335.88","16.79","4.76"
271,3,1,14,5,"16.86","354.01","2019-03-06","18:13:00","337.15","16.86","4.76"
395,1,1,22,1,"3.99","83.73","2019-03-06","10:36:00","79.74","3.99","4.76"
64,1,3,4,10,"7.91","166.01","2019-03-06","12:27:00","158.10","7.91","4.76"
271,3,1,14,5,"16.86","354.01","2019-03-06","18:13:00","337.15","16.86","4.76"
64,1,3,4,10,"7.91","166.01","2019-03-06","12:27:00","158.10","7.91","4.76"
969,3,3,4,2,"4.99","104.83","2019-03-06","11:55:00","99.84","4.99","4.76"
282,2,3,16,1,"1.85","38.85","2019-03-06","13:29:00","37.00","1.85","4.76"
282,2,3,16,1,"1.85","38.85","2019-03-06","13:29:00","37.00","1.85","4.76"
132,1,2,11,6,"27.64","580.42","2019-03-06","20:34:00","552.78","27.64","4.76"
890,3,2,27,5,"7.10","149.00","2019-03-06","20:57:00","141.90","7.10","4.76"
222,3,1,6,7,"21.73","456.29","2019-03-06","13:46:00","434.56","21.73","4.76"
222,3,1,6,7,"21.73","456.29","2019-03-06","13:46:00","434.56","21.73","4.76"
654,3,1,23,9,"16.79","352.67","2019-03-06","15:31:00","335.88","16.79","4.76"
969,3,3,4,2,"4.99","104.83","2019-03-06","11:55:00","99.84","4.99","4.76"
64,1,3,4,10,"7.91","166.01","2019-03-06","12:27:00","158.10","7.91","4.76"
262,2,1,13,4,"3.29","69.09","2019-03-07","14:53:00","65.80","3.29","4.76"
554,2,3,16,6,"6.66","139.92","2019-03-07","10:23:00","133.26","6.66","4.76"
55,3,1,27,2,"1.62","33.94","2019-03-07","11:49:00","32.32","1.62","4.76"
55,3,1,27,2,"1.62","33.94","2019-03-07","11:49:00","32.32","1.62","4.76"
158,3,1,6,5,"12.57","263.97","2019-03-07","13:58:00","251.40","12.57","4.76"
856,1,2,10,4,"5.66","118.90","2019-03-07","18:35:00","113.24","5.66","4.76"
478,2,1,27,4,"16.81","353.09","2019-03-07","16:54:00","336.28","16.81","4.76"
314,1,2,15,9,"7.00","146.95","2019-03-07","13:12:00","139.95","7.00","4.76"
856,1,2,10,4,"5.66","118.90","2019-03-07","18:35:00","113.24","5.66","4.76"
538,1,1,6,1,"4.90","102.84","2019-03-07","11:44:00","97.94","4.90","4.76"
262,2,1,13,4,"3.29","69.09","2019-03-07","14:53:00","65.80","3.29","4.76"
554,2,3,16,6,"6.66","139.92","2019-03-07","10:23:00","133.26","6.66","4.76"
363,2,1,5,2,"9.98","209.56","2019-03-07","20:37:00","199.58","9.98","4.76"
363,2,1,5,2,"9.98","209.56","2019-03-07","20:37:00","199.58","9.98","4.76"
314,1,2,15,9,"7.00","146.95","2019-03-07","13:12:00","139.95","7.00","4.76"
538,1,1,6,1,"4.90","102.84","2019-03-07","11:44:00","97.94","4.90","4.76"
158,3,1,6,5,"12.57","263.97","2019-03-07","13:58:00","251.40","12.57","4.76"
478,2,1,27,4,"16.81","353.09","2019-03-07","16:54:00","336.28","16.81","4.76"
55,3,1,27,2,"1.62","33.94","2019-03-07","11:49:00","32.32","1.62","4.76"
2,2,2,14,5,"3.82","80.22","2019-03-08","10:29:00","76.40","3.82","4.76"
357,2,3,26,10,"18.78","394.28","2019-03-08","20:01:00","375.50","18.78","4.76"
135,2,1,17,6,"24.39","512.19","2019-03-08","16:43:00","487.80","24.39","4.76"
439,2,1,23,4,"3.41","71.57","2019-03-08","20:15:00","68.16","3.41","4.76"
324,1,2,22,5,"15.44","324.29","2019-03-08","13:21:00","308.85","15.44","4.76"
438,1,3,20,6,"10.20","214.14","2019-03-08","15:37:00","203.94","10.20","4.76"
2,2,2,14,5,"3.82","80.22","2019-03-08","10:29:00","76.40","3.82","4.76"
439,2,1,23,4,"3.41","71.57","2019-03-08","20:15:00","68.16","3.41","4.76"
639,3,2,1,5,"4.41","92.56","2019-03-08","15:27:00","88.15","4.41","4.76"
135,2,1,17,6,"24.39","512.19","2019-03-08","16:43:00","487.80","24.39","4.76"
432,2,1,27,2,"4.33","90.87","2019-03-08","16:53:00","86.54","4.33","4.76"
357,2,3,26,10,"18.78","394.28","2019-03-08","20:01:00","375.50","18.78","4.76"
430,1,1,11,10,"45.33","951.83","2019-03-08","10:53:00","906.50","45.33","4.76"
438,1,3,20,6,"10.20","214.14","2019-03-08","15:37:00","203.94","10.20","4.76"
146,2,3,22,6,"13.88","291.44","2019-03-08","17:11:00","277.56","13.88","4.76"
324,1,2,22,5,"15.44","324.29","2019-03-08","13:21:00","308.85","15.44","4.76"
2,2,2,14,5,"3.82","80.22","2019-03-08","10:29:00","76.40","3.82","4.76"
96,1,1,3,1,"4.86","102.02","2019-03-08","20:38:00","97.16","4.86","4.76"
96,1,1,3,1,"4.86","102.02","2019-03-08","20:38:00","97.16","4.86","4.76"
146,2,3,22,6,"13.88","291.44","2019-03-08","17:11:00","277.56","13.88","4.76"
96,1,1,3,1,"4.86","102.02","2019-03-08","20:38:00","97.16","4.86","4.76"
432,2,1,27,2,"4.33","90.87","2019-03-08","16:53:00","86.54","4.33","4.76"
430,1,1,11,10,"45.33","951.83","2019-03-08","10:53:00","906.50","45.33","4.76"
639,3,2,1,5,"4.41","92.56","2019-03-08","15:27:00","88.15","4.41","4.76"
755,1,3,14,8,"38.92","817.24","2019-03-09","13:18:00","778.32","38.92","4.76"
12,3,2,18,4,"5.10","107.14","2019-03-09","17:03:00","102.04","5.10","4.76"
123,3,3,19,9,"44.98","944.62","2019-03-09","17:26:00","899.64","44.98","4.76"
327,1,2,4,5,"24.95","523.85","2019-03-09","19:09:00","498.90","24.95","4.76"
612,2,2,11,9,"44.54","935.27","2019-03-09","11:23:00","890.73","44.54","4.76"
125,3,1,9,8,"22.59","474.35","2019-03-09","14:57:00","451.76","22.59","4.76"
612,2,2,11,9,"44.54","935.27","2019-03-09","11:23:00","890.73","44.54","4.76"
123,3,3,19,9,"44.98","944.62","2019-03-09","17:26:00","899.64","44.98","4.76"
12,3,2,18,4,"5.10","107.14","2019-03-09","17:03:00","102.04","5.10","4.76"
46,3,2,7,4,"18.79","394.63","2019-03-09","18:00:00","375.84","18.79","4.76"
434,3,3,20,7,"33.44","702.22","2019-03-09","14:36:00","668.78","33.44","4.76"
425,2,2,21,1,"0.81","17.09","2019-03-09","15:36:00","16.28","0.81","4.76"
755,1,3,14,8,"38.92","817.24","2019-03-09","13:18:00","778.32","38.92","4.76"
235,1,1,23,10,"25.97","545.37","2019-03-09","18:24:00","519.40","25.97","4.76"
74,2,2,14,6,"22.77","478.23","2019-03-09","18:21:00","455.46","22.77","4.76"
627,1,1,5,2,"6.09","127.83","2019-03-09","12:37:00","121.74","6.09","4.76"
46,3,2,7,4,"18.79","394.63","2019-03-09","18:00:00","375.84","18.79","4.76"
425,2,2,21,1,"0.81","17.09","2019-03-09","15:36:00","16.28","0.81","4.76"
125,3,1,9,8,"22.59","474.35","2019-03-09","14:57:00","451.76","22.59","4.76"
85,2,2,4,5,"12.23","256.78","2019-03-09","10:17:00","244.55","12.23","4.76"
586,1,3,27,4,"10.34","217.18","2019-03-09","13:53:00","206.84","10.34","4.76"
74,2,2,14,6,"22.77","478.23","2019-03-09","18:21:00","455.46","22.77","4.76"
586,1,3,27,4,"10.34","217.18","2019-03-09","13:53:00","206.84","10.34","4.76"
327,1,2,4,5,"24.95","523.85","2019-03-09","19:09:00","498.90","24.95","4.76"
235,1,1,23,10,"25.97","545.37","2019-03-09","18:24:00","519.40","25.97","4.76"
394,1,3,11,10,"26.13","548.73","2019-03-09","12:45:00","522.60","26.13","4.76"
394,1,3,11,10,"26.13","548.73","2019-03-09","12:45:00","522.60","26.13","4.76"
627,1,1,5,2,"6.09","127.83","2019-03-09","12:37:00","121.74","6.09","4.76"
434,3,3,20,7,"33.44","702.22","2019-03-09","14:36:00","668.78","33.44","4.76"
85,2,2,4,5,"12.23","256.78","2019-03-09","10:17:00","244.55","12.23","4.76"
730,3,2,10,7,"18.26","383.52","2019-03-09","10:54:00","365.26","18.26","4.76"
730,3,2,10,7,"18.26","383.52","2019-03-09","10:54:00","365.26","18.26","4.76"
220,3,3,2,3,"8.60","180.62","2019-03-10","18:59:00","172.02","8.60","4.76"
448,2,3,21,3,"6.86","144.08","2019-03-10","17:38:00","137.22","6.86","4.76"
414,1,1,20,3,"3.88","81.40","2019-03-10","18:55:00","77.52","3.88","4.76"
915,2,3,11,9,"16.11","338.22","2019-03-10","15:06:00","322.11","16.11","4.76"
390,3,3,21,7,"6.38","133.92","2019-03-10","14:04:00","127.54","6.38","4.76"
915,2,3,11,9,"16.11","338.22","2019-03-10","15:06:00","322.11","16.11","4.76"
414,1,1,20,3,"3.88","81.40","2019-03-10","18:55:00","77.52","3.88","4.76"
28,1,3,13,2,"8.77","184.11","2019-03-10","12:17:00","175.34","8.77","4.76"
126,1,3,14,7,"32.79","688.62","2019-03-10","18:44:00","655.83","32.79","4.76"
972,3,3,22,1,"1.27","26.72","2019-03-10","18:10:00","25.45","1.27","4.76"
37,1,1,4,5,"15.66","328.76","2019-03-10","19:15:00","313.10","15.66","4.76"
986,1,1,6,2,"5.80","121.86","2019-03-10","20:46:00","116.06","5.80","4.76"
390,3,3,21,7,"6.38","133.92","2019-03-10","14:04:00","127.54","6.38","4.76"
736,2,3,18,10,"40.98","860.48","2019-03-10","12:39:00","819.50","40.98","4.76"
573,1,1,19,7,"3.55","74.46","2019-03-10","19:35:00","70.91","3.55","4.76"
573,1,1,19,7,"3.55","74.46","2019-03-10","19:35:00","70.91","3.55","4.76"
736,2,3,18,10,"40.98","860.48","2019-03-10","12:39:00","819.50","40.98","4.76"
448,2,3,21,3,"6.86","144.08","2019-03-10","17:38:00","137.22","6.86","4.76"
126,1,3,14,7,"32.79","688.62","2019-03-10","18:44:00","655.83","32.79","4.76"
37,1,1,4,5,"15.66","328.76","2019-03-10","19:15:00","313.10","15.66","4.76"
220,3,3,2,3,"8.60","180.62","2019-03-10","18:59:00","172.02","8.60","4.76"
28,1,3,13,2,"8.77","184.11","2019-03-10","12:17:00","175.34","8.77","4.76"
986,1,1,6,2,"5.80","121.86","2019-03-10","20:46:00","116.06","5.80","4.76"
972,3,3,22,1,"1.27","26.72","2019-03-10","18:10:00","25.45","1.27","4.76"
387,2,2,20,6,"14.03","294.65","2019-03-11","13:37:00","280.62","14.03","4.76"
17,1,3,9,7,"24.13","506.64","2019-03-11","11:03:00","482.51","24.13","4.76"
387,2,2,20,6,"14.03","294.65","2019-03-11","13:37:00","280.62","14.03","4.76"
230,1,1,22,8,"25.37","532.73","2019-03-11","12:55:00","507.36","25.37","4.76"
215,3,2,9,7,"10.36","217.63","2019-03-11","15:53:00","207.27","10.36","4.76"
913,1,2,13,4,"18.93","397.61","2019-03-11","12:04:00","378.68","18.93","4.76"
963,3,3,1,5,"8.62","181.07","2019-03-11","19:44:00","172.45","8.62","4.76"
319,2,3,7,7,"10.38","218.07","2019-03-11","18:58:00","207.69","10.38","4.76"
242,1,3,27,2,"5.98","125.52","2019-03-11","12:01:00","119.54","5.98","4.76"
17,1,3,9,7,"24.13","506.64","2019-03-11","11:03:00","482.51","24.13","4.76"
913,1,2,13,4,"18.93","397.61","2019-03-11","12:04:00","378.68","18.93","4.76"
152,2,3,25,7,"12.10","254.02","2019-03-11","16:07:00","241.92","12.10","4.76"
319,2,3,7,7,"10.38","218.07","2019-03-11","18:58:00","207.69","10.38","4.76"
535,1,1,22,5,"7.08","148.68","2019-03-11","13:28:00","141.60","7.08","4.76"
963,3,3,1,5,"8.62","181.07","2019-03-11","19:44:00","172.45","8.62","4.76"
242,1,3,27,2,"5.98","125.52","2019-03-11","12:01:00","119.54","5.98","4.76"
215,3,2,9,7,"10.36","217.63","2019-03-11","15:53:00","207.27","10.36","4.76"
20,3,1,8,2,"4.03","84.63","2019-03-11","15:30:00","80.60","4.03","4.76"
152,2,3,25,7,"12.10","254.02","2019-03-11","16:07:00","241.92","12.10","4.76"
20,3,1,8,2,"4.03","84.63","2019-03-11","15:30:00","80.60","4.03","4.76"
535,1,1,22,5,"7.08","148.68","2019-03-11","13:28:00","141.60","7.08","4.76"
230,1,1,22,8,"25.37","532.73","2019-03-11","12:55:00","507.36","25.37","4.76"
94,3,3,25,9,"28.96","608.20","2019-03-12","12:09:00","579.24","28.96","4.76"
692,2,1,28,7,"19.26","404.54","2019-03-12","19:39:00","385.28","19.26","4.76"
266,1,3,24,7,"34.44","723.24","2019-03-12","12:43:00","688.80","34.44","4.76"
328,2,2,4,4,"18.85","395.89","2019-03-12","16:30:00","377.04","18.85","4.76"
232,3,3,15,3,"1.59","33.36","2019-03-12","13:52:00","31.77","1.59","4.76"
402,2,3,21,4,"9.24","194.12","2019-03-12","20:04:00","184.88","9.24","4.76"
94,3,3,25,9,"28.96","608.20","2019-03-12","12:09:00","579.24","28.96","4.76"
60,2,2,27,6,"9.18","192.84","2019-03-12","20:36:00","183.66","9.18","4.76"
692,2,1,28,7,"19.26","404.54","2019-03-12","19:39:00","385.28","19.26","4.76"
232,3,3,15,3,"1.59","33.36","2019-03-12","13:52:00","31.77","1.59","4.76"
402,2,3,21,4,"9.24","194.12","2019-03-12","20:04:00","184.88","9.24","4.76"
285,1,2,1,4,"9.53","200.21","2019-03-12","14:21:00","190.68","9.53","4.76"
266,1,3,24,7,"34.44","723.24","2019-03-12","12:43:00","688.80","34.44","4.76"
326,3,1,3,4,"19.55","410.51","2019-03-12","19:53:00","390.96","19.55","4.76"
199,2,3,27,4,"8.30","174.30","2019-03-12","19:58:00","166.00","8.30","4.76"
833,3,1,1,7,"14.26","299.37","2019-03-12","11:01:00","285.11","14.26","4.76"
199,2,3,27,4,"8.30","174.30","2019-03-12","19:58:00","166.00","8.30","4.76"
302,3,3,23,1,"1.95","40.96","2019-03-12","16:46:00","39.01","1.95","4.76"
302,3,3,23,1,"1.95","40.96","2019-03-12","16:46:00","39.01","1.95","4.76"
328,2,2,4,4,"18.85","395.89","2019-03-12","16:30:00","377.04","18.85","4.76"
60,2,2,27,6,"9.18","192.84","2019-03-12","20:36:00","183.66","9.18","4.76"
326,3,1,3,4,"19.55","410.51","2019-03-12","19:53:00","390.96","19.55","4.76"
285,1,2,1,4,"9.53","200.21","2019-03-12","14:21:00","190.68","9.53","4.76"
833,3,1,1,7,"14.26","299.37","2019-03-12","11:01:00","285.11","14.26","4.76"
295,3,1,27,10,"9.06","190.16","2019-03-13","11:46:00","181.10","9.06","4.76"
689,2,2,12,2,"7.29","153.05","2019-03-13","12:51:00","145.76","7.29","4.76"
491,3,1,8,2,"3.47","72.87","2019-03-13","19:48:00","69.40","3.47","4.76"
124,2,3,23,8,"25.56","536.84","2019-03-13","19:52:00","511.28","25.56","4.76"
66,1,2,23,10,"7.94","166.64","2019-03-13","16:40:00","158.70","7.94","4.76"
295,3,1,27,10,"9.06","190.16","2019-03-13","11:46:00","181.10","9.06","4.76"
263,3,2,11,4,"7.66","160.86","2019-03-13","19:22:00","153.20","7.66","4.76"
124,2,3,23,8,"25.56","536.84","2019-03-13","19:52:00","511.28","25.56","4.76"
491,3,1,8,2,"3.47","72.87","2019-03-13","19:48:00","69.40","3.47","4.76"
397,1,1,14,5,"13.57","284.92","2019-03-13","14:16:00","271.35","13.57","4.76"
689,2,2,12,2,"7.29","153.05","2019-03-13","12:51:00","145.76","7.29","4.76"
397,1,1,14,5,"13.57","284.92","2019-03-13","14:16:00","271.35","13.57","4.76"
885,2,1,14,8,"4.88","102.40","2019-03-13","12:47:00","97.52","4.88","4.76"
263,3,2,11,4,"7.66","160.86","2019-03-13","19:22:00","153.20","7.66","4.76"
163,1,3,27,7,"16.03","336.56","2019-03-13","19:44:00","320.53","16.03","4.76"
163,1,3,27,7,"16.03","336.56","2019-03-13","19:44:00","320.53","16.03","4.76"
870,2,1,5,1,"2.83","59.33","2019-03-13","15:45:00","56.50","2.83","4.76"
66,1,2,23,10,"7.94","166.64","2019-03-13","16:40:00","158.70","7.94","4.76"
870,2,1,5,1,"2.83","59.33","2019-03-13","15:45:00","56.50","2.83","4.76"
885,2,1,14,8,"4.88","102.40","2019-03-13","12:47:00","97.52","4.88","4.76"
267,2,3,3,4,"7.09","148.97","2019-03-14","17:22:00","141.88","7.09","4.76"
334,1,3,23,2,"2.35","49.31","2019-03-14","11:21:00","46.96","2.35","4.76"
731,3,1,15,4,"4.46","93.74","2019-03-14","11:16:00","89.28","4.46","4.76"
976,1,1,11,9,"43.87","921.19","2019-03-14","14:19:00","877.32","43.87","4.76"
514,1,2,3,7,"34.84","731.69","2019-03-14","12:07:00","696.85","34.84","4.76"
373,2,1,17,6,"21.03","441.69","2019-03-14","17:54:00","420.66","21.03","4.76"
815,3,1,2,8,"21.28","446.96","2019-03-14","16:45:00","425.68","21.28","4.76"
373,2,1,17,6,"21.03","441.69","2019-03-14","17:54:00","420.66","21.03","4.76"
976,1,1,11,9,"43.87","921.19","2019-03-14","14:19:00","877.32","43.87","4.76"
367,2,2,2,9,"23.09","484.97","2019-03-14","19:33:00","461.88","23.09","4.76"
561,3,2,5,9,"9.71","203.93","2019-03-14","12:32:00","194.22","9.71","4.76"
367,2,2,2,9,"23.09","484.97","2019-03-14","19:33:00","461.88","23.09","4.76"
514,1,2,3,7,"34.84","731.69","2019-03-14","12:07:00","696.85","34.84","4.76"
353,3,3,1,7,"19.16","402.27","2019-03-14","19:02:00","383.11","19.16","4.76"
267,2,3,3,4,"7.09","148.97","2019-03-14","17:22:00","141.88","7.09","4.76"
919,2,1,24,6,"10.57","221.89","2019-03-14","13:49:00","211.32","10.57","4.76"
589,2,2,3,10,"29.81","625.91","2019-03-14","11:07:00","596.10","29.81","4.76"
912,2,3,4,1,"2.14","44.99","2019-03-14","15:36:00","42.85","2.14","4.76"
603,2,1,5,10,"38.78","814.38","2019-03-14","20:35:00","775.60","38.78","4.76"
618,2,1,23,5,"21.98","461.53","2019-03-14","18:10:00","439.55","21.98","4.76"
731,3,1,15,4,"4.46","93.74","2019-03-14","11:16:00","89.28","4.46","4.76"
912,2,3,4,1,"2.14","44.99","2019-03-14","15:36:00","42.85","2.14","4.76"
628,3,2,23,10,"41.29","867.09","2019-03-14","14:41:00","825.80","41.29","4.76"
561,3,2,5,9,"9.71","203.93","2019-03-14","12:32:00","194.22","9.71","4.76"
334,1,3,23,2,"2.35","49.31","2019-03-14","11:21:00","46.96","2.35","4.76"
353,3,3,1,7,"19.16","402.27","2019-03-14","19:02:00","383.11","19.16","4.76"
589,2,2,3,10,"29.81","625.91","2019-03-14","11:07:00","596.10","29.81","4.76"
656,1,3,26,3,"2.35","49.42","2019-03-14","14:13:00","47.07","2.35","4.76"
603,2,1,5,10,"38.78","814.38","2019-03-14","20:35:00","775.60","38.78","4.76"
618,2,1,23,5,"21.98","461.53","2019-03-14","18:10:00","439.55","21.98","4.76"
815,3,1,2,8,"21.28","446.96","2019-03-14","16:45:00","425.68","21.28","4.76"
628,3,2,23,10,"41.29","867.09","2019-03-14","14:41:00","825.80","41.29","4.76"
919,2,1,24,6,"10.57","221.89","2019-03-14","13:49:00","211.32","10.57","4.76"
292,2,1,3,7,"9.75","204.70","2019-03-14","17:20:00","194.95","9.75","4.76"
292,2,1,3,7,"9.75","204.70","2019-03-14","17:20:00","194.95","9.75","4.76"
656,1,3,26,3,"2.35","49.42","2019-03-14","14:13:00","47.07","2.35","4.76"
795,3,1,27,2,"2.72","57.08","2019-03-15","16:26:00","54.36","2.72","4.76"
798,3,3,21,1,"4.64","97.42","2019-03-15","10:50:00","92.78","4.64","4.76"
810,3,1,3,8,"4.30","90.30","2019-03-15","14:38:00","86.00","4.30","4.76"
595,3,2,28,3,"14.52","304.92","2019-03-15","13:05:00","290.40","14.52","4.76"
865,3,3,25,8,"36.21","760.45","2019-03-15","14:48:00","724.24","36.21","4.76"
202,3,2,24,4,"11.50","241.46","2019-03-15","11:57:00","229.96","11.50","4.76"
795,3,1,27,2,"2.72","57.08","2019-03-15","16:26:00","54.36","2.72","4.76"
874,2,1,6,8,"26.10","548.18","2019-03-15","14:04:00","522.08","26.10","4.76"
